id_row,y_coord,z_coord_,x_min,x_max,row_has_pores,number_of_pores_in_row,width_row,number_non_void_cells_in_row
1390,0.00046,0.00021,9e-05,0.00021,False,0,0.00012,24
1391,0.00046,0.000215,9e-05,0.00021,False,0,0.00012,24
1392,0.00046,0.00022,9e-05,0.000215,False,0,0.000125,25
1393,0.00046,0.000225,8.5e-05,0.000215,False,0,0.00013,26
1394,0.00046,0.00023,8.5e-05,0.000215,False,0,0.00013,26
1395,0.00046,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1396,0.00046,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1397,0.00046,0.000245,8.5e-05,0.000215,False,0,0.00013,26
1398,0.00046,0.00025,8.5e-05,0.000215,False,0,0.00013,26
1399,0.00046,0.000255,8.5e-05,0.00022,False,0,0.000135,27
1400,0.00046,0.00026,8.5e-05,0.00022,False,0,0.000135,27
1401,0.00046,0.000265,9.5e-05,0.00022,True,5,0.000125,20
1402,0.00046,0.00027,0.000115,0.00022,True,15,0.000105,6
1403,0.000465,0.000125,0.000135,0.00016,False,0,2.5e-05,5
1404,0.000465,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1405,0.000465,0.000135,0.00012,0.00018,False,0,6e-05,12
1406,0.000465,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1407,0.000465,0.000145,0.000115,0.000185,False,0,7e-05,14
1408,0.000465,0.00015,0.00011,0.00019,False,0,8e-05,16
1409,0.000465,0.000155,0.00011,0.00019,False,0,8e-05,16
1410,0.000465,0.00016,0.000105,0.000195,False,0,9e-05,18
1411,0.000465,0.000165,0.000105,0.000195,False,0,9e-05,18
1412,0.000465,0.00017,0.000105,0.000195,False,0,9e-05,18
1413,0.000465,0.000175,0.0001,0.0002,False,0,0.0001,20
1414,0.000465,0.00018,0.0001,0.0002,False,0,0.0001,20
1415,0.000465,0.000185,0.0001,0.0002,False,0,0.0001,20
1416,0.000465,0.00019,0.0001,0.000205,False,0,0.000105,21
1417,0.000465,0.000195,9.5e-05,0.000205,False,0,0.00011,22
1418,0.000465,0.0002,9.5e-05,0.00021,False,0,0.000115,23
1419,0.000465,0.000205,9e-05,0.00021,False,0,0.00012,24
1420,0.000465,0.00021,9e-05,0.00021,False,0,0.00012,24
1421,0.000465,0.000215,9e-05,0.00021,False,0,0.00012,24
1422,0.000465,0.00022,8.5e-05,0.000215,False,0,0.00013,26
1423,0.000465,0.000225,8.5e-05,0.000215,False,0,0.00013,26
1424,0.000465,0.00023,8.5e-05,0.000215,False,0,0.00013,26
1425,0.000465,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1426,0.000465,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1427,0.000465,0.000245,8.5e-05,0.000215,False,0,0.00013,26
1428,0.000465,0.00025,8.5e-05,0.000215,False,0,0.00013,26
1429,0.000465,0.000255,8e-05,0.00022,False,0,0.00014,28
1430,0.000465,0.00026,8e-05,0.000225,False,0,0.000145,29
1431,0.000465,0.000265,8.5e-05,0.000225,True,6,0.00014,22
1432,0.000465,0.00027,0.000185,0.00022,True,1,3.5e-05,6
